                               Game of the Rope - Description of the internal state

Ref Coa 1 Cont 1 Cont 2 Cont 3 Cont 4 Cont 5 Coa 2 Cont 1 Cont 2 Cont 3 Cont 4 Cont 5     Trial    
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 - - - . - - - 01 -14
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 - - - . - - - 01 -14
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 - - - . - - - 01 -14
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 - - - . - - - 01 -14
EOG   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 - - - . - - - 01 --
Game 3 was won by team 1 by knock out in 1 trials.
SOG   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 - - - . - - - 01 --
Game 4 
Ref Coa 1 Cont 1 Cont 2 Cont 3 Cont 4 Cont 5 Coa 2 Cont 1 Cont 2 Cont 3 Cont 4 Cont 5     Trial    
Sta  Stat Sta SG Sta SG Sta SG Sta SG Sta SG  Stat Sta SG Sta SG Sta SG Sta SG Sta SG 3 2 1 . 1 2 3 NB PS
TSR   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 - - - . - - - 01 --
TSR   AST SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 - - - . - - - 01 --
TSR   AST SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   AST SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 - - - . - - - 01 --
TSR   AST SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   AST SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 - - - . 52 52 52 01 --
TSR   AST SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   AST SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 52 52 52 . 52 52 52 01 --
TSR   AST SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   AST SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 52 52 52 . 52 52 52 01 --
TSR   AST SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   AST SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 52 52 52 . 52 52 52 01 --
TSR   AST SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   AST SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 52 52 52 . 52 52 52 01 --
TSR   AST SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   AST SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 52 52 52 . 52 52 52 01 --
TSR   AST SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   AST SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 52 52 52 . 52 52 52 01 --
TSR   AST SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   AST SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 52 52 52 . 52 52 52 01 --
TSR   AST SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   AST SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 52 52 52 . 52 52 52 01 --
TSR   AST SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   AST SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 52 52 52 . 52 52 52 01 --
TSR   AST SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WTR SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 52 52 52 . 52 52 52 01 --
TSR   WTR SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WTR SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 52 52 52 . 52 52 52 01 00
TSR   WTR SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WTR SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 52 52 52 . 52 52 52 01 00
TSR   WTR SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WTR SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 52 52 52 . 52 52 52 01 00
TSR   WTR SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WTR SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 52 52 52 . 52 52 52 01 00
WTC   WTR SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WTR SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 52 52 52 . 52 52 52 01 00
WTC   WTR SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WTR SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 52 52 52 . 52 52 52 01 00
WTC   WTR SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WTR SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 52 52 52 . 52 52 52 01 00
WTC   WTR SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WTR SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 52 52 52 . 52 52 52 01 00
WTC   WTR SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WTR SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 52 52 52 . 52 52 52 01 00
WTC   WTR SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WTR SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 52 52 52 . 52 52 52 01 00
WTC   WTR SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 52 52 52 . 52 52 52 01 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 52 52 52 . 52 52 52 01 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 52 52 52 . 52 52 52 01 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 52 52 52 . 52 52 52 01 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 52 52 52 . 52 52 52 01 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 52 52 52 . 52 52 52 01 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 52 52 52 . 52 52 52 01 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 52 52 52 . 52 52 52 01 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 52 52 52 . 52 52 52 01 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 52 52 52 . 52 52 52 01 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 52 52 52 . 52 52 52 01 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 52 52 52 . 52 52 52 01 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 52 52 52 . 52 52 52 01 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 52 52 52 . 52 52 52 01 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 52 52 52 . 52 52 52 01 -5
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 - - - . 52 52 52 01 -5
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 - - - . 52 52 52 01 -5
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 - - - . 52 52 52 01 -5
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 - - - . 52 52 52 01 -5
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 - - - . 52 52 52 01 -5
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 - - - . 52 52 52 01 -5
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 - - - . 52 52 52 01 -5
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 - - - . 52 52 52 01 -5
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 - - - . - - - 01 -5
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 - - - . - - - 01 -5
EOG   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 - - - . - - - 01 --
Game 4 was won by team 1 by points.
SOG   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 - - - . - - - 01 --
Game 5 
Ref Coa 1 Cont 1 Cont 2 Cont 3 Cont 4 Cont 5 Coa 2 Cont 1 Cont 2 Cont 3 Cont 4 Cont 5     Trial    
Sta  Stat Sta SG Sta SG Sta SG Sta SG Sta SG  Stat Sta SG Sta SG Sta SG Sta SG Sta SG 3 2 1 . 1 2 3 NB PS
TSR   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 - - - . - - - 01 --
TSR   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   AST SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 - - - . - - - 01 --
TSR   AST SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   AST SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 - - - . - - - 01 --
TSR   AST SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   AST SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 - - - . 51 51 51 01 00
TSR   AST SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   AST SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 51 51 51 . 51 51 51 01 00
TSR   AST SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   AST SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 51 51 51 . 51 51 51 01 00
TSR   AST SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   AST SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 51 51 51 . 51 51 51 01 00
TSR   AST SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   AST SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 51 51 51 . 51 51 51 01 00
TSR   AST SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   AST SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 51 51 51 . 51 51 51 01 00
TSR   AST SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WTR SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 51 51 51 . 51 51 51 01 00
TSR   WTR SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WTR SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 51 51 51 . 51 51 51 01 00
TSR   WTR SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WTR SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 51 51 51 . 51 51 51 01 00
WTC   WTR SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WTR SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 51 51 51 . 51 51 51 01 00
WTC   WTR SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WTR SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 51 51 51 . 51 51 51 01 00
WTC   WTR SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WTR SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 51 51 51 . 51 51 51 01 00
WTC   WTR SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WTR SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 51 51 51 . 51 51 51 01 00
WTC   WTR SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 51 51 51 . 51 51 51 01 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 51 51 51 . 51 51 51 01 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 51 51 51 . 51 51 51 01 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 51 51 51 . 51 51 51 01 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 51 51 51 . 51 51 51 01 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 51 51 51 . 51 51 51 01 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 51 51 51 . 51 51 51 01 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 51 51 51 . 51 51 51 01 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 51 51 51 . 51 51 51 01 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 51 51 51 . 51 51 51 01 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 51 51 51 . 51 51 51 01 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 51 51 51 . 51 51 51 01 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 51 51 51 . 51 51 51 01 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 51 51 51 . 51 51 51 01 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 51 51 51 . 51 51 51 01 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 51 51 51 . 51 51 51 01 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 51 51 51 . 51 51 51 01 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 51 51 51 . 51 51 51 01 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 51 51 51 . 51 51 51 01 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 51 51 51 . 51 51 51 01 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 51 51 51 . 51 51 51 01 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 51 51 51 . 51 51 51 01 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 - - - . 51 51 51 01 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 - - - . 51 51 51 01 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 - - - . 51 51 51 01 -4
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 - - - . 51 51 51 01 -4
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 - - - . 51 51 51 01 -4
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 - - - . 51 51 51 01 -4
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 - - - . 51 51 51 01 -4
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 - - - . 51 51 51 01 -4
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 - - - . 51 51 51 01 -4
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 - - - . 51 51 51 01 -4
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 - - - . - - - 01 -4
TSR   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 - - - . - - - 02 --
TSR   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   AST SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 - - - . - - - 02 --
TSR   AST SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   AST SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 - - - . - - - 02 --
TSR   AST SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   AST SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 - - - . 53 53 53 02 --
TSR   AST SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   AST SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 - - - . 53 53 53 02 --
TSR   AST SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   AST SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 54 54 54 . 53 53 53 02 --
TSR   AST SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   AST SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 54 54 54 . 53 53 53 02 --
TSR   AST SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   AST SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 54 54 54 . 53 53 53 02 --
TSR   AST SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   AST SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 54 54 54 . 53 53 53 02 --
TSR   AST SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   AST SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 54 54 54 . 53 53 53 02 --
TSR   AST SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   AST SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 54 54 54 . 53 53 53 02 --
TSR   AST SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   AST SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 54 54 54 . 53 53 53 02 --
TSR   AST SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   AST SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 54 54 54 . 53 53 53 02 --
TSR   AST SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WTR SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 54 54 54 . 53 53 53 02 --
TSR   WTR SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WTR SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 54 54 54 . 53 53 53 02 --
TSR   WTR SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WTR SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 54 54 54 . 53 53 53 02 --
TSR   WTR SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WTR SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 54 54 54 . 53 53 53 02 --
TSR   WTR SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WTR SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 54 54 54 . 53 53 53 02 --
TSR   WTR SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WTR SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 54 54 54 . 53 53 53 02 --
TSR   WTR SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WTR SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 54 54 54 . 53 53 53 02 --
TSR   WTR SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WTR SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 54 54 54 . 53 53 53 02 --
TSR   WTR SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WTR SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 54 54 54 . 53 53 53 02 --
TSR   WTR SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WTR SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 54 54 54 . 53 53 53 02 --
TSR   WTR SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WTR SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 54 54 54 . 53 53 53 02 --
TSR   WTR SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WTR SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 54 54 54 . 53 53 53 02 --
TSR   WTR SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 54 54 54 . 53 53 53 02 --
TSR   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 54 54 54 . 53 53 53 02 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 54 54 54 . 53 53 53 02 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 54 54 54 . 53 53 53 02 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 54 54 54 . 53 53 53 02 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 54 54 54 . 53 53 53 02 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 54 54 54 . 53 53 53 02 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 54 54 54 . 53 53 53 02 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 54 54 54 . 53 53 53 02 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 54 54 54 . 53 53 53 02 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 54 54 54 . 53 53 53 02 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 54 54 54 . 53 53 53 02 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 54 54 54 . 53 53 53 02 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 54 54 54 . 53 53 53 02 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 54 54 54 . 53 53 53 02 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 - - - . 53 53 53 02 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 - - - . 53 53 53 02 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 - - - . 53 53 53 02 00
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 - - - . 53 53 53 02 -2
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 - - - . - - - 02 -2
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 - - - . - - - 02 -2
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 - - - . - - - 02 --
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 - - - . - - - 02 --
WTC   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 - - - . - - - 02 --
TSR   WRC SAB 08 SAB 11 SAB 16 SAB 18 SAB 19   WRC SAB 06 SAB 11 SAB 07 SAB 16 SAB 14 - - - . - - - 03 --
